tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
mention youre near zen guadalupe pm trailer space night im playing iphone maurice friend mention sxsw,,1
still big line outside apple popup shop day ipads debut sxsw,,1
see big link smooshed here google realtime sxsw link,,1
biggest line sxsw buy ipad every compan open bar,ipad,2
opening night sxsw ipad popup store link,,1
taking flight away big apple nyc nest barely hatched startup take flight sxsw link sxsw startup,,1
u got ta fight yr right party amp privacy aclugoogle sxsw partylikeits,,1
pinoy insight sxsw conf conf mobile ipad app great use even plan day friend sxsw,ipad iphone app,2
ipad design tip look like physical object ppl interact like onequot sxsw tapworthy,,1
ipad designui tip button hack approach skepticism tapworthy sxsw,ipad,0
quotdesigning digital magazine ipadquot keynote sxsw start,,1
iphone amigo dont mention app change broadcastr bestappever sxsw,ipad iphone app,2
farmer like blackberry smart phone iphones quotdont last long farmquot mobilefarm sxsw,iphone,0
view like foursquare tip visual realtime sxsw iphone app available people link,,1
like googling google rt mention giggle someone checked today gowalla sxsw sxswi,,1
tablet like ipad xoom touch emulates mouseclickkeyboard input mean yet sxsw gswsxsw futureoftouch,ipad,0
techie fail rt mention one sxsw panel moderator europe say spent roaming charge iphone sxsw,iphone,0
google building real time mention engine monitor illegal deforestation real time techgood sxsw,google,2
donate sxsw apple allowing donation via itunes japanese earthquake victim link,,1
aols mobilefirst group step stage play instagram music link android aol iphone sollipman sxsw,,1
photo still lineup around block sxsw apple store link,,1
circle circus rt mention google circle sxsw,,1
content move back browser replicate work ipad u press one button mention mention sxsw,ipad,0
st billboard article apple spotify pandora tech invades austin mention sxswi link sxsw,,1
marissa miller google make shout khan academy great thing theyre education fmsignal sxsw cc mention,google,2
time mention wrote mention article u dubbing filmaster quotfoursquare cinemaphilesquot link sxsw,,1
time sxsw atx apple open popup store mention debut cool amex partnership sxsw doesnt even start till fri,apple,2
time sxsw mention nfc enabled google place door sticker link,,1
jut time sxsw gt grouptexting war heat fast society launch new android app update iphone app link,android app,2
time sxsw foursquare ups game add recommendation link friendsoffer iphone sxsw thegame,,1
time mention launch unofficial sxsw insider guide iphone nice link bynd,iphone,2
want win ticket sxsw party rule simple link android unite android news mass android,,1
help win ipad click like following picture mention party mention link thanks sxsw,,1
standing back rm iphone plugged laptop wont connect ready everythings great why one happy gsdm sxsw,,1
link case cant get google check star war uncut well worth time sxsw,,1
stopping quick iphone charge link sxsw macallan,,1
line apple popup store everyone waiting ipads first guy arrived degree badge everywhere sxsw,ipad,2
standing line th time ipad apple sxsw popupstore,apple,2
please join facebook hear great guest gt mention mention mention link lt sxsw,,1
wandered google doodle presentation see mention presenting fun sxsw,google product service,2
arriving u wednesday sxsw looking microsim using data iphone anyone know option,,1
poor austin rt mention ipad launch coincides fri afternoon sxsw apple store employee austin may begin weeping,,1
win sxsw hint answer every year link billmurray howto iphone sxsw takingback,,1
cameron sinclair mention spearhead japan disaster relief sxsw via twitter amp iphone link,,1
cameron sinclair rally jpquake relief effort via twitter amp iphone sxsw detail sxswi stream link,,1
cameron sinclair spearhead japan disaster relief sxsw via twitter amp iphone link socialmedia philanthropy,,1
cameron sinclair spearhead japan disaster relief sxsw via twitter amp iphone link sxswjp archforhumanity,,1
sxsw find love mention sxswi link itunes,,1
longest line sxsw apple store course link,,1
wait line sxsw apple store ipad,ipad,2
line temp sq ft apple store new ipad austin sxsw,,1
still line sxsw ipad factory link,,1
omg line ipad austin apple store long alot sxsw badge link,,1
sxsw line outside apple pop store sixth amp congress,,1
line people dull get iphone talk person next sxsw,,1
line start mention pop store sxsw ipad mention link,,1
mad mad line still sxsw apple pop store austin ipad,apple,0
block lineup ipad sxsw,,1
im watching quotdesigning ipad interface new navigation schemasquot sxsw uxdes,,1
foodspotting iphone app success sxsw finding food crave link,ipad iphone app,2
spearheading japan disaster relief sxsw via twitter amp iphone socialgood philanthropy link,,1
good morning sxsw corner starbucks smearing banana iphone like retarded ape evening,,1
transferring bunch music new iphone sxsw,,1
cnn demo tv everywhere iphone app html adaptive bitrate streaming sxsw,,1
im spotting lot ipad wild sxsw started selling pm yesterday,,1
afraid sxsw would make miss buying new ipad worry apple opening pop shop link,,1
morning sxsw resurgence print design ipad design boomer amp nyt grid layout also gatorade vom,,1
line forming popup apple store sign apple yet sxsw link,,1
giving away dual compatible juice pack air iphone first come first serve front hall winning sxsw,,1
good morning everybody ipad take sxsw video link via mashable apple,ipad,2
line moving fast rt mention seen two impressive line since im sxsw one apple store amp mention party,,1
typing day ipad finger feel seriously weird real keyboard sxsw uselessobservations,,1
line waiting new apple store open open day ipad sale sxsw null,,1
good morning sxsw standing line ipad today still ipad sale gb wifi fb,,1
nice fun rt mention sxsw thirsty gadget using mention charge anywhere iphone happy share juice,,1
google going circle sn rt mention launching product sxsw plenty else link,,1
designing ipad interface new navigation schema sxsw link sxsw uxdes,,1
mayer making clear google going straight foursquare amp gowalla google hotpot sxsw,,1
bored keynote sxsw ipad link,ipad,2
im debuting new iphone amp droid app sxsw next year make phone waterproof amp light cigarette,iphone,2
sxsw adding schedule android sxsw go app handy,android app,2
whats going sxsw today share photo video ireport link cnn iphone app,,1
google using starry night demo streetviewlike art project like theyre inside brain sxsw,google product service,2
im thinking may actually take laptop sxsw ipad alone may enough trip,ipad,0
amazing apple popup austin store executed quickly week link via mention sxsw,apple,2
reading coverage apple popup shop sxsw takeaway one figure outagree punctuate popup shop,,1
im sporting new mention iosiphone get amp install time ever sq sxsw,ipad iphone app,2
going first sport new ipad sxsw apple opened pop store right convention,,1
team heading big boi show thanks mention crew rt find owl free tattoo link sxsw,,1
stop killing tree rt mention new post business card dead send card via hashable sxsw link,,1
cop playing w ipad closed apple store austin congress st sxsw link,,1
good morning sxsw r u talking abt twitter according mention mention ipad design geogames design headache,,1
come singapore roar party th street link sgroars sxswi sxsw,,1
come singapore roar party th street link sgroars sxswi sxsw sgrocks mention,,1
ok definitely need ipad sxsw gadgetenvy,ipad,2
tried initiate carpooling ridonkulous taxi line geek silent bet everyone would iphone app sxsw,,1
link think get bos buy new ipads weekend sxsw,,1
wow think im person sxsw didnt go buy new ipad yesterday new one thin,ipad,2
think sucessful mention google possibly launching new social network sxsw link,,1
added linkedin hootsuite mobile sxsw update iphone blackberry amp android link,,1
quotbrains zombie content google cant get enoughquot sxsw contentrules,google,2
groupme win best group messaging app sxswi link fastsociety iphone iphone sxsw texasevery,ipad iphone app,2
sxsw begin wan add panel hyperactivity amp distractionive used ipad iphone bb multiple time last min workinprogress,,1
mention instagram iphone moment mister quothas cool different get evoquot suck sxsw,iphone,0
good point rt mention love mention sxsw quotapple come cool technology dont go conferencesquot,apple,2
fun interactive map mention google party link sxsw,google,2
lol interesting mention mention mention next platform flipboard iphone team started working sxsw,iphone,2
hmm ipad interface talk ux research hmm like sound politics behind html sxsw,ipad,2
mention interviewed mention sxsw far cat totally agree ur comms apple brand love word,apple,2
ran mention apparently mention didnt tell there bizzy android app remedied sxsw cc mention,android app,2
settling first sxsw session battledecks missed last year would perfect time hollergram ipad app,ipad iphone app,2
intro iphone verizon change drama sxsw mobile service somebody need capture stats checkinfrenzy scaletest,,1
via mention apple set open temp store downtown austin sxsw link ipad,,1
hey mention ive got another gem gt free mention sxsw link sxsw,,1
mention mention party without doubt best party ive ever sxsw well done,,1
mention quotfuturequot contextual discovery nice way articulating intersection social mobile search sxsw,,1
presentation touchingstories zinio online link sxsw,,1
mention ami sampler live itunes time cmw sxsw check link musicindustry usa,,1
hey mention ask dennis ipad app sxsw checkins,,1
mention booth ready sxsw tradeshow tmr android party,android,2
hey mention cool iphone case zazzlesxsw sxsw sxswi fastcompanygrill link,iphone,2
hey mention iphone wed love turn art iphone case let u know zazzlesxsw sxsw,iphone,2
new mention iphoneandroid service fee booyah sxsw gitchococktailon,android,2
ipad session full loved energy formation hyatt hall way overflow session rebeltv sxsw,ipad,2
rt mention going sxsw checkin wfriends youre austin wthese locationbased apps link lb,,1
rt mention google launch major new social network called circle possibly today link sxsw,,1
via mention google launch major new social network called circle possibly today link sxsw,,1
hey mention got invited new group sxsw android app keep crashing try join wtf sxswfail,android app,0
hey mention great sf coffee link link nice meet sxsw,,1
hey mention heard youre sxsw come mention grille make comic iphone case say,,1
rt mention hoot new blog post hootsuite mobile sxsw update iphone blackberry amp android link,,1
hey mention design image onto iphone casewhat would might surprise sxsw,,1
mention iphone app unreal clicked location leanstartup amp person tell still seat sxsw,ipad iphone app,2
mention effectively kill rd party developer base link sxsw ismparty,,1
rt mention online first ipad wild sxsw link,ipad,2
monetization mention access fire hose tweet individual business deal google yahoo microsoft smaroi sxsw donline,,1
last session sxsw html rep google m opera mozilla,,1
mention open tech talk apple store whore pc right crowd dig carrie sxsw,,1
cc mention rt mention new ubersocial iphone app store includes uberguide sxsw link,,1
rt mention rt mention traveling sxsw ipad,,1
rt mention rt mention traveling sxsw ipad via mention,,1
tuh mention rt mention new ubersocial iphone app store includes uberguide sxsw sponsored link,,1
vip mention apple store sxsw nerdheaven,apple,2
rt mention news sxswi apple temporary ipad store sxsw wth yes think ultimate offsite trade show quotboothquot,,1
last session today left brain search google right brain search x sxsw bettersearch,,1
hey mention twitter need way u disaster area filter thing like sxsw ipad right really dont care,ipad,0
hey mention roll tractor trailer full ipads sxsw bet would sell entire inventory justsaying,ipad,2
rt mention million mobile user google map google map usage mobile device map sxsw,,1
rt mention woman plane next nook blackberry curve android ipad purse sxsw,,1
hey mention youre lakers fan youre sxsw think lakers iphone case zazzlesxsw,,1
hey mention app wont download android app market head sxsw,android app,0
good session rt mention year time saved every day people qho use google map quotroute aroundquot feature sxsw,google,2
use questionanswer askreceive kind model ipad app design give take entice ask mention tapworthy sxsw,,1
domo io android got released mention domo tonchidot boom sxsw,android app,2
getting hip new android apps preparation hangover also known sxsw mention mention mention apps rock sock,android app,2
packing ipad amp android phone fly uk austin tx sxsw especially interested health track sxswi sxswh hcsm hcsmeu,,1
mention ipad apple fanboy line sxsw th amp congress drinking mention wearing mention amp mention corporatewhore dmad,,1
zomg ipad p rt mention look everyone zomg mention got ipad first day sxsw link,ipad,2
win free ipad webdoccom sxsw rt,,1
win free ipad webdoccom sxsw rt,,1
win free ipad webdoccom sxsw rt,,1
win free ipad webdoccom sxsw rt,,1
win free ipad webdoccom sxsw rt,ipad,2
win free ipad webdoccom sxsw rt,ipad,2
git yer ipad even begin apple winssxsw link via mention,apple,2
line ipad longer today yesterday sxsw fb,,1
guy ipad taking photo mention slide awkward sxsw,ipad,0
heart ipad link sxsw,ipad,2
mention ipad app getting panned design trumping content rightfully sxsw,ipad iphone app,0
ipad sxsw nah im lying bought shit link,,1
left ipad back hotelonly one blackberry bigmistake sxsw,,1
using ipad set list sxsw band,ipad,2
using ipad set list sxsw band,ipad,2
said ipad photo apple store sxsw mention mention mention mention,,1
apple ipad popup shop sxsw link,,1
said ipad apple store sxsw photo mention mention mention mention sheltongreen ericschuras link,,1
ipad rt mention decision lug laptop sxsw feel like im missing right arm left arm since im southpaw,ipad,2
line ipad temporary apple store mention th amp congress sxsw link,,1
line ipads sxsw doesnt look bad waited hour iphone,ipad,2
line ipads sxsw doesnt look bad waited hour iphone link,,1
mention iphone android sxsw,,1
mention iphone app awesome lineup amazing really looking forward hanging guy sxsw mention,ipad iphone app,2
mention iphone app leading pack android blue user growing sxswmobileapps sxsw link,ipad iphone app,2
breaking iphone news chris sacca tweet fake sxsw beta invite follower swarm ensues link,,1
get iphone photography app ready sxsw watch demo make amp everyone elses photo link,,1
sxsw iphone screen,,1
fuck iphone rt mention new ubersocial iphone app store includes uberguide sxsw link,iphone,0
awesome iphones etc atampt wifi frozen sxsw tmobile teathering android g work like charm,android,2
chip chip amp chip appears official meal sxsw amp ive lived day ton miller light amp iphone apps,,1
google circle search engine social network released soon sxsw seem think blog link socialmedia,,1
google circle amp crop circle anatomy sxsw rumor link mention,,1
inspiring heart session iphone app design far thanks mention sxsw,ipad iphone app,2
inspiring story coming sxsw rt mention mention quoti gave ipad money japan relief dont need ipad quot,,1
akqa hiring find front designing ipad interface new navigation schema ballroom sxsw,,1
c first cut link code valid infektd sxsw cvdc,,1
ha first guy line ipad sxsw quotpopupquot apple store event planner eventprofs,,1
hoping quotphotoboothquot make google gsdm industry party mention monday night sxsw,,1
mention android app known battery killer sxsw,,1
mention talk mistake made building netflix iphone sxsw netflixiphone,ipad iphone app,0
line already forming temp austin apple storeand doesnt open sxsw insanity,,1
mention outoftown douchebag selling new ipad sticker price link sxsw,,1
go get app mention fast rt mention new ubersocial iphone app store includes uberguide sxsw,ipad iphone app,2
sxsw go available platform iphone ipad android window phone blackberry download link,,1
sxsw cool strike conversation bloke happens work guardian amp hour later link,,1
mention currently sxsw learning stuff ipad design would seem link,,1
else excited sxsw possibility google circle anybody austin give u update goog,google product service,2
mention industry party presented gsdm amp google austin tx sxsw,,1
z link code valid infektd sxsw zlf,,1
quantter launching iphone app soon participating launchrock comp sxsw link,,1
mention looking lot better iphone good see occasional tweet sxsw,iphone,2
row morning two people hand writing note one person blackberry pc proof apple isnt monopoly sxsw,apple,0
mention favorite iphone app momentit make feel creative im planning using sxsw link,ipad iphone app,2
discovr available iphone thanks sxsw,ipad iphone app,2
ipad available online ordering go get ur sxsw,ipad,2
mention geek charlie sheen goddess mention mention mention google sxsw via peterapokotos,,1
kid ready sxsw backpack ipad one need quotcome mommy let go austinquot,ipad,2
mention right next mention sxsw trade show floor link,,1
mention setting team android event sxsw,,1
thinking still good though rt mention quotgoogle tweet new think speakquot belinsky sxsw via mention,,1
mention google circle rumour mention say launching product sxsw,,1
mention u quotgoogle launch major new social network called circle possibly todayquot link sxsw,,1
ipad device moment wireless power next essential technology api king sxsw,ipad,2
long line sxsw apple store downtown,,1
long line apple store sxsw,,1
mention already line ipad arrived sxsw,,1
temporary apple store setup sxsw,,1
cool apple opening temporary store ipad launch sxsw link,apple,2
mention working tabletipad app demo yet excited sxsw sxswmobileapps accesssxsw,ipad iphone app,2
loving hello holler gram ipad link via mention sxsw,ipad iphone app,2
notsurprised lot geosocial news today w sxsw beginning google fire shot foursquare check reward link,,1
im surprised local news austin hasnt mentioned traffic implication apple popup store launch today sxsw,apple,1
many publisher ipad content enhancement like th worst david foster wallace footnote kinda interesting mostly irrelevant sxsw,ipad iphone app,0
fiendishly clever pop apple store selling ipad sxsw mention apple store sxsw link photo,ipad,2
iphone crisis sxsw phone stuck silver logo screen last minute help,iphone,0
playing risk ipad microsoft booth rep talk bbc reporter kinect transdevice connectivity sxsw,,1
miss google vp search marissa mayer last week listen interview link sxsw,,1
loved marissa mayer answer question favorite google product another amys ice cream ref swiss watch sxsw,,1
sxsw missed marissa mayer mention yesterday presentation available anywhere sure streamed,,1
must resist buying ipad mention sxsw really want notionink adam instead apple store launch sxsw,ipad,2
someone mistakenly walked ipad pepsicostage mention screen look like sxsw link,,1
sxsw mistake made building netflix iphone plus see source code link,,1
sxsw twit geekbeat free idea hooded snuggie tummy pocket ipad facing look like teletubbie im old,,1
exhibit hall open sxsw visit emc chance win ipad mention,ipad,2
id love google said quotwhy want knowquot sxsw,,1
made press room got swag registered ipad hopefully get meet mike tyson mention sxsw,,1
know sxsw season app update whenever open iphone app store,,1
mention good question amp brand answer probably except apple coursemaybe netflix sxsw,apple,2
made sense financially would rt mention android v iphone sxsw side,,1
mention sound like hired apple pitch product sxsw,,1
got ta admit apple popup shop thing sxsw pretty brilliant someone aapl know theyre,apple,2
cant wait give samsung people demo horrible terrible google nexus phone sxsw,google,0
wont pull website iphone awesome glad wasted time festivalgenius notsomuch sxsw,iphone,0
said even better iphone wverizon revenge yr ridicule rt mention glad verizon customer sxsw,iphone,2
unlisted apple store suddenly appears corner th amp congress apple ipad sxsw link,apple,2
mention actually true apple opening temporary store downtown austin sxsw ampipad launch link,,1
mention crazy loving never seen many apple product amp thick rimmed glass one place sxsw,apple,2
mention next step google becoming skynet sxsw,google,0
sxsw digital innovator new rock star like mention awesome talk insight mention future musicconnex,,1
excited sxsw giddy announce music withme android available android market link,android app,2
think literally everyone iphone guy dropped iphone foot sxsw,,1
playing link new service rolled sxsw web iphone version android webos,,1
hanging mention checking awesome new iphone app ask around sxsw mention six lounge w others link,ipad iphone app,2
hanging mention last night sxsw mention party blast,,1
line mention rob apple ipad sxsw,,1
qampa bing amp google let game begin qagb sxsw,,1
finally picture rt mention apple open popup shop sxsw report link sxsw,,1
qampa google amp bing website ranking sxsw rockstar panel lineup,,1
qampa google mention amp bings mention ranking sxsw session mon pm link,,1
playing fave new iphone app mention wow rock sxsw next week,ipad iphone app,2
keep new japan quake iphone sxsw nhk world tv live link,iphone,2
filming ipad much cooler lame iphone sxsw mention live show link,ipad,2
playing ipad black white sxsw link,ipad,2
one day without shoe thoms shoe new app iphone android link sxsw,,1
mayer admits google need quotconsolidatequot product namely latitude hotpot quotfeatures productsquot sxsw,,1
mayer admits google need step onetoone customer service would set amazing precedent sxsw fh,google,2
maybe little excited seeing bearcreatures iphone v evo video er priority sxsw,iphone,2
lax security question suitcase packed entirely energy drink apple wire sxsw blowingup,,1
productivity lost hookup put ipad screen busy sxsw,,1
exclusive apple ipad review still better rest link bnet biz ipad apple sxsw ipad,ipad,2
creative process illustrated check book link sxsw,,1
ill livetweeting sxsw panel quotgoogles marissa mayer presentsquot starting follow along using suxsw hashtag,,1
theyre giving away ipad x box book mention sxsw techenvy,ipad,2
netflix iphone app built quotridiculous deadlinequot big mistake tech part agree sxsw,ipad iphone app,0
realized really talk dog using ipad facetime sxsw,,1
met jared android meetup sxsw big android fan link,android,2
jc penney location google map point stuff store guy claim sxsw,,1
mention jealous love apple store sxsw,apple,2
really enjoying change gowalla android looking forward seeing else amp foursquare sleeve sxsw,android app,2
google j implementation pacmans game logic really cool seereally neat original game code recreated j sxsw,google,2
mention arrived gsdm amp google sxsw industry party austin tx,,1
mention blogged meeting earlier link thanks interesting insight sxsw,,1
mention checking iphone app nice check link fun sxsw,ipad iphone app,2
mention found apple opening popup shop dt austin hoping dont camp w mention sxsw,,1
mention gave great minute preso designing android mccannsxsw sxsw,android,2
mention google quotgoogle circlequot new social network concept originally rumored b released sxsw day quotsoonquot,,1
mention got ipad sxsw apple store thank much,ipad,2
mention got sxsw go iphone app link,ipad iphone app,2
mention saw lax im heading sxsw wife iphone ipad download app freespeech mention,ipad iphone app,2
mention started using android app totally killer service think youll huge sxsw hope server ready,android app,2
sxsw starting ctia around corner googleio hop skip jump good time android fan,android,2
mention synced ipad full apple joy sxsw,ipad,2
mention html tshirt google saying easeljs favorite canvas library sxsw thanks brah,google,2
great link gtgt rt mention link edchat musedchat sxsw sxswi classical newtwitter,,1
great talk google doodle end hand printed signed doodle sxsw link,google,2
launchrock vencorps want give k best startup sxsw link,,1
weinschenk bankinnovation next battle going happen apple google verizon att great point totally agree sxsw,google,2
get look sxsws rumored apple quotpopupquot store austin link,,1
get look sxsws rumored apple quotpopupquot store austin link via mention,,1
get look sxsws rumored apple popup store link apple applestore ipad sxsw,,1
get look sxsws rumored apple popup store link sxsw apple,,1
gb black atampt stock yes sxsw ipad austin apple,ipad,2
sxsw talk mention ipad design great example insight picking copy book link,ipad,2
great talk mention mention game mechanic quotif u cant make good make red u cant make red make bigquot sxsw,,1
great talk mention designing good tapworthy ipad apps may actually pick book sxsw,ipad iphone app,2
hollrback released sxsw iphone user grab app hollrbackcom mention,ipad iphone app,2
launchrock launching ipad sky grab mention sxsw click find location launch link via mention,,1
launchrock launching ipod ipad sky grab mention sxsw join find location launch link via mention,,1
first talk day ipad design headache sxsw,ipad,0
sneak peak google exhibit sxsw trade show link,,1
great talk using game mechanic get user engagement mention google rocked sxsw,google,2
tech check podcast south southwest android pass blackberry big twitter fail link sxsw cnn,android,2
twoweek popup apple store downtown austin time sxsw ipad cool,ipad,2
first book purchased new ipad mention quotthank economyquot cant wait crushit afternoon sxsw tye,ipad,2
c check head link code valid p infektd sxsw cvdc,,1
josh clark hate ipads back button heat million sun tapworthy sxsw,ipad,0
josh clark mention ipad ui talk fabulous full objective critique insightful suggestion link sxsw,ipad,2
join link starting tonight person friend city end sxsw festival win ipad,,1
join link friend ur city mention end sxsw win ipad cmon mention help mention chng world,ipad,2
hannukah miracle morning uncharged iphone still battery sxsw,iphone,2
google take google circle may announced today sxsw third try socialnetworking link,,1
feel like badass mention gave free drink sxsw,,1
sound like job sxsw rt mention detail new bomb iphone app would love early adopter link,ipad iphone app,2
sound like job sxsw detail new bomb iphone app would love early ado link,ipad iphone app,2
sound like buzz rebranded wan inner circle rt mention google launch new social network quotcirclesquot link sxsw,google,2
feel like harry dumbanddumber sxsw panel google peep understandinghumans,,1
feel like im apple commercial waiting line fly sxsw,,1
feel like iphone always always something running battery fast sxsw,iphone,I can't tell
cant take hand iphone even charging zero juice left appleaddiction sxsw,iphone,2
checked sxsw trade show mention right across google,,1
mention kenya asked blog may tomorrow apple popup store coming sxsw,,1
hope u kept tha nxdc app rt mention there app sxsw iphone downloaded,,1
heartbreaker sxsw apple ipad rt mention mention asked sadly,,1
heat tracker cool heatmap iphone app overlay foursquare everything fire sxsw,ipad iphone app,2
ipad seeker still waiting austin apple popup sxsw link,,1
ipad take sxsw line already halfway block around noon craziness via mention link,ipad,2
google take mantra dont evil heart yet pride product make guilty th deadly sin superbia sxsw,google,0
apple marketing still impressive sxsw rtmention link,apple,2
jesus hockey mask im worse thought sxsw mention apple store sxsw link,,1
got turkey rt mention random apple fan bought lunch everyone line sxsw popup apple store ipad cc mention,apple,2
awaiting keynote speaker chris poole sxsw iphone twitpict link,,1
facebook killer google circle announced sxsw interactive festival link google sxsw,,1
really liking sxsw iphone app thanks making event app appears work well,ipad iphone app,2
wiebe walking conceptual graphing link sxsw mention youd loving,,1
survival kit provided folk line sxsw apple store morning genius link,apple,2
eating kitkat size half ipad got ta love american sense measure sxsw,,1
mention know mention awesome ipadiphone app youll likely appreciate design also theyre giving free t sxsw,ipad iphone app,2
playhopskoch apple app store well android market getting ready rock sxsw,ipad iphone app,2
sxsw folk lonely planet iphone guide austin free week link,,1
sxsw folk whats best new iphoneipad app youve come across far,,1
sxsw folk anybody going ipadandroid panel,,1
quotdesktop publishing saved apple pagemaker gift godquot mention sxsw,apple,2
inofficial sxsw torrent available link,,1
successful sxsw trip learned ton lot new insight knowledge new reading list playlist wrote amp submitted new iphone app,,1
apple opening temporary apple store th congress tomorrow march ipad sale dont miss sxsw sxsw,,1
apple setting shop mention sxsw year link whole geekdom take collective shy relief,,1
contextual discovery amp search combine calendar weatherflighttraffic data create personalized trip advising mmayer google sxsw,,1
contextual discovery part future according google sxsw,,1
contextual discovery find answer question google sxsw,,1
mint goal iphone app top finance app sxsw,,1
well known steve job hate sxsw rt mention iphone autocorrected quotsxswquot quotasssquot,,1
new social medium tool rt mention google launch major new social network quotcirclesquot possibly today link sxsw,,1
device ipad one hang entire day sxsw remaining others died hour ago,ipad,2
wont call major yet p rt mention google launch major new social network called circle link sxsw,,1
new social network google news abuzz launch googlecircles sxsw,google product service,2
new social network may debut sxsw google circle link eatdrinktweet done yet,google product service,2
new social network may launch day quotgoogle launch major new social network called circle possibly today link sxsw,google product service,2
msft panel touch interface show bunch tablet ipad sxsw dontbehatin,ipad,2
apple open popup store friday th congress sxsw via satesmancom,,1
historical photo mashup google map link sxsw,,1
thing ppl say aboutto mention make laugh want free turnbyturn gps wait dont take pic sidewalk cmon sxsw,,1
quotwill take time others catch ipadquot mention tapworthy sxsw,ipad,2
super cool apple pop store sxsw office building link mention sxswi austin,apple,2
took th row plane spot ipad thought going sxsw elonsxsw,,1
people google sxsw din know either im hip though,,1
prize sxsw apple product sigh,apple,0
sxsw panel google envisions search without search link sxsw sxswi,,1
special apple store th congress open today austin sxsw attendee able buy ipad starting pm,,1
sxsw html applemicrosoft likely javascript integration mention browser compete collaborate system amoral,,1
umbrella quotthe listquot via mention set link edchat musedchat sxsw sxswi newtwitter,,1
nd place fandango karaoke st prize yr fandango tkts useless canada nd prize useful ipad sxsw,ipad,2
iphone blackberry amp android hootsuite app updated sxsw link via hootsuite,,1
lol glad chris poole showing meme quotwhy text morequot pretty funny google sxswmoot sxswi sxsw,,1
one lady shopping bluefly ipad nav design panel boot sxsw,,1
whats laptop rt mention think may go ipad laptop today sxswi sxsw cont link,ipad,2
josh clark sxsw session ipadtablet development first note ipad leisureplanningrestful device tapworthy webvisions,ipad,2
mention last least get copy stupid game plus iphone link also special sxsw price,ipad iphone app,2
last day fastcompanygrille come last day iphone makery zazzlesxsw sxsw,,1
next last panel today quotgoogle doodle burning man pacman beyondquot sxsw sxswi googledoodles,,1
hour later retreat back hotel bushwhacked ringo deathstarrd never seen many effect pedal sxsw link,,1
grab latest mention sxsw link,,1
mention latest iphone sxsw long would take fix much,,1
cool latest version google map mobile building sure theyve mapped au detail yet sxsw,google product service,2
mention launched st ipad app sxsw get detail first edition free,,1
mention launching gowalla droid sxsw push square groupon link,android,2
ipad sold retail storesexcept sxsw pop store austin igottagetit,ipad,2
ipad sold went new buyer wow link via mention mention sxsw,ipad,2
ipad sold went new buyer report link sxsw socialmedia tech ipad medium,,1
held new ipad envy baby still working well sxsw,ipad,2
man google launch circle sxsw talk striking iron hot mention mention,google,2
lovin apple amp ipad apple austin sxsw,ipad,2
sxsw apple ipad line took less minute,,1
cant handle sxsw traffic rt mention dear mention app iphone sucked day crashing,ipad iphone app,0
love google analytics thanks follower sxsw took time check new post,google product service,2
hope people ask tough question rt mention reminder android chrome tt talk mention pm today link sxsw,,1
double buzzing issue iphone io getting annoying news iphone may fly across room grl sxsw,iphone,0
geen google circle vandaag rt mention launching product sxsw plenty else,,1
google circle take facebook link circle sxsw,,1
google circle take facebook link circle sxsw,,1
google fan town sxsw stop austin gtug meeting wednesday th pm map link link,,1
next battle bank mobile phone operator google amp apple bankinnovation sxsw,,1
chris poole chan recommends google refrigerator magnet game cute shared experience game sxswmoot sxsw sxswi,google product service,2
tech apple head sxsw set temporary store austin link,apple,2
apple ipads per capital sxsw anywhere else world except foxconn,,1
quotapple elegant fascist company americaquot flipboard sxsw,apple,0
google launch new social network called circle south southwest today link sxsw circle google,,1
google launched next social medium flop yet sxsw,google product service,0
quotapple like pay thats apple likesquot barry diller sxsw mention acc ballroom pic link,apple,0
google map mobile demonstration rocked world sxsw uosxsw marissamayer,google product service,2
wow google map mobile v demo sxsw nice,google product service,2
google name built gettinng stuff trying user see work marissagoogle sxsw,google,2
quotapple opening temporary store austin sxsw ipad launchquot link sxsw,,1
tech apple opening popup store austin sxsw link,apple,2
gsdm google party hook sxsw link,google,2
sxsw apple picked great venue launch new ipads,apple,2
sxsw apple pop store still ipads stock waiting line link via mention apple ipad,,1
google preview major new social service called google circle today sxsw link,,1
google reveal new social network called circle link google facebook sxsw,,1
google reveal new social network called circle google facebook twitter sxsw link,,1
google reveal new social network called circle google facebook twitter sxsw link via mention,,1
google reveal new social network called circle google facebook twitter sxsw link via mention,,1
tech apple save sxsw set open popup store link,,1
cool apple set sq ft temporary store sxsw sell ipad link,apple,2
popup apple store crew giving water people line street clothes apple logo anywhere yet sxsw,,1
popup apple store open sxsw love going right middle action link via mention,apple,2
sxsw apple store run day boo apple,apple,0
japan apple store serve rallying point massive quake link entry friend house sxsw,apple,2
love google street map getting idea everything relation austin convention center alamo drafthouse cinema sxsw,google product service,2
make people think theyve arrived mention wrong website make go google search site killcommunity via mention sxsw,,1
apple naomi campbell popup store rage link sxsw,,1
apple naomi campbell popup store rage link sxsw,apple product service,1
apple naomi campbell popup store rage link sxsw apple naomi ca link,,1
cool apple open temporary store sxsw link sxsw,apple,2
nice apple open popup store sxsw across office link,apple,2
google tv v late overrun xbox p wii netflix like ready sxsw barry diller qa,,1
google talking quottopicality reputationquot search ranking im sure saw bing writing note qagb sxsw,,1
